PomBase:SPAPB1A10.09	None
PomBase:SPAC3G9.12	None
PomBase:SPAC3C7.12	None
PomBase:SPAC3G9.01	None
PomBase:SPAC16A10.05c	None
PomBase:SPAC14C4.16	None
PomBase:SPCC417.02	None
PomBase:SPBC1604.20c	None
PomBase:SPAC664.10	None
PomBase:SPAC3A11.14c	None
PomBase:SPAC25G10.07c	None
PomBase:SPBC15D4.01c	None
PomBase:SPBC2F12.13	None
PomBase:SPBC1685.15c	None
PomBase:SPAC1834.07	None
PomBase:SPAC144.14	None
PomBase:SPAC1687.10	None
PomBase:SPAC18G6.15	None
PomBase:SPBC25B2.07c	None
PomBase:SPBC11C11.03	None
PomBase:SPAC27F1.04c	None
PomBase:SPBC336.08	None
PomBase:SPCC188.04c	None
PomBase:SPCC1020.02	None
PomBase:SPCC1682.04	None
PomBase:SPAC4H3.11c	None
PomBase:SPAC890.02c	None
PomBase:SPCC895.07	None
PomBase:SPCC736.14	None
PomBase:SPAC13D6.05	None